measure,ONS_ID,value_old,value,Name,Name_FR,value_diff,value_diff_pct
transit_numS,0,10.12948366,9.627106652123699,Ottawa,Ottawa,-0.5023770078763015,-0.049595519844720444
transit_numS,3,13.50170788,14.166552807760622,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights,0.6648449277606225,0.049241542897358444
transit_numS,5,0,0,Beechwood Cemetery,Cimetière Beechwood,0,NA
transit_numS,6,6.601299229,6.174177831912302,Bells Corners East,Bells Corners Est,-0.42712139708769836,-0.06470262629685414
transit_numS,7,13.20455591,10.835250805338243,Bells Corners West,Bells Corners Ouest,-2.3693051046617573,-0.17943088134205623
transit_numS,11,9.2536285,9.596100278551532,Braemar Park - Bel Air Heights - Copeland Park,Parc Braemar - Hauteurs Bel Air - Parc Copeland,0.3424717785515323,0.03700945834939584
transit_numS,12,5.259107807,4.404832713754647,Briar Green - Leslie Park,Briar Green - Parc Leslie,-0.8542750932453531,-0.1624372659005568
transit_numS,13,9.284631148,8.504713114754098,Bridlewood - Emerald Meadows, ,-0.7799180332459024,-0.0840009711547781
transit_numS,16,6.930895569,6.269600247908274,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview,-0.6612953210917256,-0.09541268000769175
transit_numS,17,4,1,Carleton University,Université Carleton,-3,-0.75
transit_numS,18,17.13568682,17.72280840153831,Carlington, ,0.5871215815383088,0.03426309010579296
transit_numS,23,8.922567288,8.770876466528641,Centrepointe, ,-0.15169082147135882,-0.017000804429389785
transit_numS,24,19.91946051,19.609463744381337,Centretown,Centre-Ville,-0.3099967656186635,-0.015562508104224933
transit_numS,28,10.92426244,12.972787318361956,Civic Hospital-Central Park,Hôpital Civique - Parc Central,2.048524878361956,0.18752065776643462
transit_numS,29,0,0,Constance Bay,Baie Constance,0,NA
transit_numS,30,0,0,Corkery, ,0,NA
transit_numS,31,7.932633225,6.42241090380963,Cityview - Crestview - Meadowlands, ,-1.51022232119037,-0.19038095905289634
transit_numS,32,6.217465268,6.375315497223625,Crystal Bay - Lakeview Park,Baie Crystal - Parc Lakeview,0.1578502292236248,0.0253881963822214
transit_numS,35,0.057420832,0.06577323223417386,Dunrobin, ,0.008352400234173864,0.1454594080798736
transit_numS,38,14.35733869,13.014988119173825,Emerald Woods - Sawmill Creek, ,-1.3423505708261754,-0.09349577939267624
transit_numS,45,12.68154415,12.463827304550758,Greenboro East,Greenboro Est,-0.2177168454492424,-0.01716800752921263
transit_numS,46,11.10233559,10.840964966195452,Hawthorne Meadows - Sheffield Glen, ,-0.261370623804547,-0.023541949501145194
transit_numS,47,17.0580058,16.067706770677066,Hintonburg - Mechanicsville, ,-0.9902990293229337,-0.05805479497040232
transit_numS,48,3.110903659,4.581777445855116,Hunt Club - Ottawa Airport,Hunt Club - Aéroport d'Ottawa,1.4708737868551163,0.47281238768028216
transit_numS,49,13.52736904,12.341769668432411,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest,-1.185599371567589,-0.08764449081427507
transit_numS,50,10.31228847,9.62119239781307,Hunt Club Park,Parc Hunt Club,-0.6910960721869301,-0.06701675134451801
transit_numS,51,6.218088986,6.519607843137255,Hunt Club South Industrial,Hunt Club Sud Industriel,0.3015188571372551,0.04849059860933536
transit_numS,52,6.513246932,5.855602706732423,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill,-0.6576442252675774,-0.10097025832638543
transit_numS,54,10.57508862,10.218337093135675,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud,-0.35675152686432554,-0.03373508626581377
transit_numS,55,14.91005196,14.181150331481813,Island Park - Wellington Village,Island Park - Village Wellington,-0.7289016285181873,-0.048886592110721744
transit_numS,60,17.70081301,15.208064516129033,Lebreton Development,Développement Lebreton,-2.492748493870968,-0.14082677967744758
transit_numS,64,1.664400442,1.7679102574997876,Manotick, ,0.10350981549978755,0.06219045182144187
transit_numS,65,8.041212534,6.809366754617415,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,-1.231845779382585,-0.1531915459483346
transit_numS,66,1.04590638,0.9678293873124887,Metcalfe, ,-0.07807699268751123,-0.07465007784684441
transit_numS,67,1.055238095,1.3539246245395296,Munster - Ashton, ,0.29868652953952957,0.2830513141581849
transit_numS,70,0.510612974,0.39748378218989583,North Gower - Kars, ,-0.11312919181010422,-0.22155565481206166
transit_numS,71,2,0,Notre-Dame Cemetery,Cimetière Notre-Dame,-2,-1
transit_numS,75,6.276969344,6.025902211874272,Chapel Hill South,Chapel Hill Sud,-0.25106713212572807,-0.03999814534154399
transit_numS,76,6.241446453,8.182528735632184,Chatelaine Village,Village Chatelaine,1.941082282632184,0.3109987880612494
