measure,ONS_ID,value_old,value,Name,Name_FR,value_diff,value_diff_pct
transit_numS,0,10.12948366,9.755484386824413,Ottawa,Ottawa,-0.37399927317558657,-0.036921849694319615
transit_numS,3,13.50170788,14.166552807760622,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights,0.6648449277606225,0.049241542897358444
transit_numS,5,0,0,Beechwood Cemetery,Cimetière Beechwood,0,NA
transit_numS,6,6.601299229,6.550548112058466,Bells Corners East,Bells Corners Est,-0.05075111694153467,-0.007688049758232626
transit_numS,7,13.20455591,10.835250805338243,Bells Corners West,Bells Corners Ouest,-2.3693051046617573,-0.17943088134205623
transit_numS,11,9.2536285,9.554317548746518,Braemar Park - Bel Air Heights - Copeland Park,Parc Braemar - Hauteurs Bel Air - Parc Copeland,0.30068904874651814,0.03249417768894852
transit_numS,12,5.259107807,4.429368029739777,Briar Green - Leslie Park,Briar Green - Parc Leslie,-0.8297397772602233,-0.1577719658372128
transit_numS,13,9.284631148,8.504713114754098,Bridlewood - Emerald Meadows, ,-0.7799180332459024,-0.0840009711547781
transit_numS,16,6.930895569,8.153703129841958,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview,1.2228075608419582,0.17642850749493932
transit_numS,17,4,1,Carleton University,Université Carleton,-3,-0.75
transit_numS,18,17.13568682,17.72280840153831,Carlington, ,0.5871215815383088,0.03426309010579296
transit_numS,23,8.922567288,8.770876466528641,Centrepointe, ,-0.15169082147135882,-0.017000804429389785
transit_numS,24,19.91946051,19.546848322241193,Centretown,Centre-Ville,-0.3726121877588078,-0.018705937722146057
transit_numS,28,10.92426244,12.972787318361956,Civic Hospital-Central Park,Hôpital Civique - Parc Central,2.048524878361956,0.18752065776643462
transit_numS,29,0,0,Constance Bay,Baie Constance,0,NA
transit_numS,30,0,0,Corkery, ,0,NA
transit_numS,31,7.932633225,6.4443078985588205,Cityview - Crestview - Meadowlands, ,-1.4883253264411795,-0.18762059006467927
transit_numS,32,6.217465268,6.375315497223625,Crystal Bay - Lakeview Park,Baie Crystal - Parc Lakeview,0.1578502292236248,0.0253881963822214
transit_numS,35,0.057420832,0.06577323223417386,Dunrobin, ,0.008352400234173864,0.1454594080798736
transit_numS,38,14.35733869,13.014988119173825,Emerald Woods - Sawmill Creek, ,-1.3423505708261754,-0.09349577939267624
transit_numS,45,12.68154415,12.477829638273045,Greenboro East,Greenboro Est,-0.20371451172695565,-0.016063856997016852
transit_numS,46,11.10233559,10.840964966195452,Hawthorne Meadows - Sheffield Glen, ,-0.261370623804547,-0.023541949501145194
transit_numS,47,17.0580058,16.063306330633065,Hintonburg - Mechanicsville, ,-0.9946994693669353,-0.05831276416654374
transit_numS,48,3.110903659,4.581777445855116,Hunt Club - Ottawa Airport,Hunt Club - Aéroport d'Ottawa,1.4708737868551163,0.47281238768028216
transit_numS,49,13.52736904,12.341769668432411,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest,-1.185599371567589,-0.08764449081427507
transit_numS,50,10.31228847,9.62119239781307,Hunt Club Park,Parc Hunt Club,-0.6910960721869301,-0.06701675134451801
transit_numS,51,6.218088986,7.454248366013072,Hunt Club South Industrial,Hunt Club Sud Industriel,1.2361593800130724,0.19880052903653836
transit_numS,52,6.513246932,5.855602706732423,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill,-0.6576442252675774,-0.10097025832638543
transit_numS,54,10.57508862,10.326135997421849,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud,-0.24895262257815176,-0.02354142187587188
transit_numS,55,14.91005196,14.170041211252464,Island Park - Wellington Village,Island Park - Village Wellington,-0.7400107487475367,-0.049631668000406935
transit_numS,60,17.70081301,15.208064516129033,Lebreton Development,Développement Lebreton,-2.492748493870968,-0.14082677967744758
