measure,ONS_ID,value_old,value,Name,Name_FR,value_diff,value_diff_pct
transit_numS,0,10.12948366,9.838368604313867,Ottawa,Ottawa,-0.2911150556861326,-0.028739377588978963
transit_numS,3,13.50170788,14.166552807760622,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights,0.6648449277606225,0.049241542897358444
transit_numS,5,0,0,Beechwood Cemetery,Cimetière Beechwood,0,NA
transit_numS,6,6.601299229,6.582013804303695,Bells Corners East,Bells Corners Est,-0.019285424696305675,-0.0029214589472907645
transit_numS,7,13.20455591,10.835250805338243,Bells Corners West,Bells Corners Ouest,-2.3693051046617573,-0.17943088134205623
transit_numS,11,9.2536285,9.659727312710746,Braemar Park - Bel Air Heights - Copeland Park,Parc Braemar - Hauteurs Bel Air - Parc Copeland,0.40609881271074677,0.04388535942530509
transit_numS,12,5.259107807,4.429368029739777,Briar Green - Leslie Park,Briar Green - Parc Leslie,-0.8297397772602233,-0.1577719658372128
transit_numS,13,9.284631148,8.408483606557377,Bridlewood - Emerald Meadows, ,-0.8761475414426236,-0.0943653579206918
transit_numS,16,6.930895569,8.153703129841958,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview,1.2228075608419582,0.17642850749493932
transit_numS,17,4,3,Carleton University,Université Carleton,-1,-0.25
transit_numS,18,17.13568682,17.988857114682972,Carlington, ,0.8531702946829718,0.04978909241543735
transit_numS,23,8.922567288,8.770876466528641,Centrepointe, ,-0.15169082147135882,-0.017000804429389785
transit_numS,24,19.91946051,19.769608697167147,Centretown,Centre-Ville,-0.14985181283285343,-0.007522885108139579
transit_numS,28,10.92426244,12.906296785557023,Civic Hospital-Central Park,Hôpital Civique - Parc Central,1.9820343455570235,0.1814341569001178
transit_numS,29,0,0,Constance Bay,Baie Constance,0,NA
transit_numS,30,0,0,Corkery, ,0,NA
transit_numS,31,7.932633225,6.42241090380963,Cityview - Crestview - Meadowlands, ,-1.51022232119037,-0.19038095905289634
transit_numS,32,6.217465268,6.348813730439172,Crystal Bay - Lakeview Park,Baie Crystal - Parc Lakeview,0.1313484624391723,0.021125725159285652
transit_numS,35,0.057420832,0.06577323223417386,Dunrobin, ,0.008352400234173864,0.1454594080798736
transit_numS,38,14.35733869,13.014988119173825,Emerald Woods - Sawmill Creek, ,-1.3423505708261754,-0.09349577939267624
transit_numS,45,12.68154415,12.463827304550758,Greenboro East,Greenboro Est,-0.2177168454492424,-0.01716800752921263
transit_numS,46,11.10233559,10.840964966195452,Hawthorne Meadows - Sheffield Glen, ,-0.261370623804547,-0.023541949501145194
transit_numS,47,17.0580058,15.827082708270828,Hintonburg - Mechanicsville, ,-1.2309230917291725,-0.07216101965032586
transit_numS,48,3.110903659,4.581777445855116,Hunt Club - Ottawa Airport,Hunt Club - Aéroport d'Ottawa,1.4708737868551163,0.47281238768028216
transit_numS,49,13.52736904,12.341769668432411,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest,-1.185599371567589,-0.08764449081427507
transit_numS,50,10.31228847,9.62119239781307,Hunt Club Park,Parc Hunt Club,-0.6910960721869301,-0.06701675134451801
transit_numS,51,6.218088986,7.454248366013072,Hunt Club South Industrial,Hunt Club Sud Industriel,1.2361593800130724,0.19880052903653836
transit_numS,52,6.513246932,5.664066980158275,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill,-0.8491799518417258,-0.13037736181468113
transit_numS,54,10.57508862,10.517241379310345,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud,-0.05784724068965552,-0.005470142404315427
transit_numS,55,14.91005196,14.13456369826196,Island Park - Wellington Village,Island Park - Village Wellington,-0.7754882617380403,-0.05201110390617581
transit_numS,60,17.70081301,15.133870967741936,Lebreton Development,Développement Lebreton,-2.5669420422580647,-0.14501831304629237
transit_numS,64,1.664400442,1.7679102574997876,Manotick, ,0.10350981549978755,0.06219045182144187
transit_numS,65,8.041212534,10.574208443271768,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,2.5329959092717687,0.3150017361886295
transit_numS,66,1.04590638,0.9678293873124887,Metcalfe, ,-0.07807699268751123,-0.07465007784684441
transit_numS,67,1.055238095,1.3539246245395296,Munster - Ashton, ,0.29868652953952957,0.2830513141581849
transit_numS,70,0.510612974,0.39748378218989583,North Gower - Kars, ,-0.11312919181010422,-0.22155565481206166
transit_numS,71,2,0,Notre-Dame Cemetery,Cimetière Notre-Dame,-2,-1
transit_numS,75,6.276969344,6.51523088863019,Chapel Hill South,Chapel Hill Sud,0.23826154463018945,0.037958054528008454
transit_numS,76,6.241446453,8.149425287356323,Chatelaine Village,Village Chatelaine,1.9079788343563227,0.30569497771453885
transit_numS,77,9,13,Orléans Industrial,Orléans Industriel,4,0.4444444444444444
transit_numS,81,0.155677656,0.10686728395061729,Osgoode - Vernon, ,-0.04881037204938271,-0.31353485980918616
transit_numS,82,9.655080214,9.205213903743315,Old Ottawa East,Vieil Ottawa-Est,-0.44986631025668444,-0.046593741355392584
transit_numS,83,13.17633136,12.923282923755513,Old Ottawa South,Vieil Ottawa-Sud,-0.25304843624448736,-0.019204771747975177
transit_numS,85,0,0,Marlborough, ,0,NA
transit_numS,86,8.288766591,7.699255422466818,Pineview, ,-0.589511168533182,-0.07112169971986873
transit_numS,87,8.348934742,6.569703069954706,Playfair Park - Lynda Park - Guildwood Estates,Parc Playfair - Parc Lynda - Domaines Guildwood,-1.7792316720452952,-0.2131088249013044
transit_numS,88,10.47804436,10.430511543684926,Qualicum - Redwood Park,Qualicum - Parc Redwood,-0.047532816315074555,-0.004536420603116683
transit_numS,90,11.37424111,8.631613183000868,Riverside Park,Parc Riverside,-2.7426279269991323,-0.24112623431095284
transit_numS,93,8.680103312,8.215109307259478,Rothwell Heights - Beacon Hill North,Rothwell Heights - Beacon Hill Nord,-0.46499400474052166,-0.05357010026570542
transit_numS,97,11.2804151,10.472731287259881,South Keys - Greenboro West,South Keys - Greenboro Ouest,-0.8076838127401196,-0.07160054001382622
transit_numS,99,8.331785564,9.584634867032504,Tanglewood, ,1.2528493030325034,0.15036984490405247
transit_numS,100,8.379248658,7.961666240736008,Trend-Arlington, ,-0.4175824172639917,-0.04983530556350172
transit_numS,106,14.02821343,13.115509086382874,Whitehaven - Queensway Terrace North,Whitehaven - Terrasse Queensway Nord,-0.9127043436171256,-0.06506205142739446
transit_numS,108,9.601338432,9.183795411089866,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Woodvale - Craig Henry - Manordale - Domaines des Bois d'Arlington,-0.4175430209101343,-0.04348800158095857
transit_numS,901,12.39589276,11.510430537061696,Bayshore - Belltown, ,-0.8854622229383047,-0.07143190410581647
transit_numS,902,9.930631451,9.687765634486945,Beaverbrook, ,-0.2428658165130546,-0.024456230976993752
transit_numS,903,12.42563267,13.86065828287533,Billings Bridge - Alta Vista, ,1.4350256128753287,0.11548913854020511
transit_numS,904,10.72303171,10.732949675523448,Blackburn Hamlet, ,0.009917965523447592,9.249217750795583e-4
transit_numS,905,10.70835112,8.888666132050254,Borden Farm - Fisher Glen, ,-1.8196849879497456,-0.16993138976841335
transit_numS,906,18.0663522,16.898662155928033,Britannia Village, ,-1.1676900440719677,-0.06463341526531115
transit_numS,907,8.196050157,8.87360501567398,Brookside - Briarbrook - Morgan's Grant, ,0.6775548586739806,0.08266846172180893
transit_numS,908,19.10105053,17.112889778222446,Byward Market,Marché By,-1.9881607517775528,-0.10408646103809627
transit_numS,909,12.49435077,9.703545976012515,Cardinal Creek, ,-2.790804793987485,-0.22336533088925636
