measure,ONS_ID,value_old,value,Name,Name_FR,value_diff,value_diff_pct
transit_numS,0,10.12948366,8.938288399703191,Ottawa,Ottawa,-1.1911952602968086,-0.11759683911635913
transit_numS,3,13.50170788,13.243243243243244,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights,-0.2584646367567558,-0.019143106861289595
transit_numS,5,0,0,Beechwood Cemetery,Cimetière Beechwood,0,NA
transit_numS,6,6.601299229,4.964912280701754,Bells Corners East,Bells Corners Est,-1.636386948298246,-0.24788861882059157
transit_numS,7,13.20455591,12.741935483870968,Bells Corners West,Bells Corners Ouest,-0.46262042612903187,-0.03503490986612301
transit_numS,11,9.2536285,10.846153846153847,Braemar Park - Bel Air Heights - Copeland Park,Parc Braemar - Hauteurs Bel Air - Parc Copeland,1.592525346153847,0.17209739359580375
transit_numS,12,5.259107807,5.0588235294117645,Briar Green - Leslie Park,Briar Green - Parc Leslie,-0.20028427758823586,-0.038083318490191934
transit_numS,13,9.284631148,9.300653594771243,Bridlewood - Emerald Meadows, ,0.01602244677124176,0.0017256955624664907
transit_numS,16,6.930895569,6.725,Carleton Heights - Rideauview,Hauteurs Carleton - Rideauview,-0.20589556899999994,-0.02970692127016233
transit_numS,17,4,4.4,Carleton University,Université Carleton,0.40000000000000036,0.10000000000000009
transit_numS,18,17.13568682,18.468354430379748,Carlington, ,1.3326676103797475,0.07777147332223171
transit_numS,23,8.922567288,9.913793103448276,Centrepointe, ,0.991225815448276,0.11109199667021621
transit_numS,24,19.91946051,19.130434782608695,Centretown,Centre-Ville,-0.789025727391305,-0.03961079804320991
transit_numS,28,10.92426244,12.660869565217391,Civic Hospital-Central Park,Hôpital Civique - Parc Central,1.7366071252173914,0.15896790604907798
transit_numS,29,0,0,Constance Bay,Baie Constance,0,NA
transit_numS,30,0,0,Corkery, ,0,NA
transit_numS,31,7.932633225,7.73109243697479,Cityview - Crestview - Meadowlands, ,-0.20154078802521003,-0.025406543112323213
transit_numS,32,6.217465268,6.666666666666667,Crystal Bay - Lakeview Park,Baie Crystal - Parc Lakeview,0.4492013986666672,0.07224831652516232
transit_numS,35,0.057420832,0.18840579710144928,Dunrobin, ,0.13098496510144927,2.2811401461659293
transit_numS,38,14.35733869,12.384615384615385,Emerald Woods - Sawmill Creek, ,-1.9727233053846156,-0.1374017391369776
transit_numS,45,12.68154415,11.142857142857142,Greenboro East,Greenboro Est,-1.5386870071428582,-0.12133278005761294
transit_numS,46,11.10233559,10.615384615384615,Hawthorne Meadows - Sheffield Glen, ,-0.48695097461538417,-0.04386022838779855
transit_numS,47,17.0580058,17.025316455696203,Hintonburg - Mechanicsville, ,-0.03268934430379744,-0.0019163637700133412
transit_numS,48,3.110903659,5.186440677966102,Hunt Club - Ottawa Airport,Hunt Club - Aéroport d'Ottawa,2.075537018966102,0.6671813872993044
transit_numS,49,13.52736904,11.630434782608695,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest,-1.8969342573913046,-0.14022935663114758
transit_numS,50,10.31228847,9.630434782608695,Hunt Club Park,Parc Hunt Club,-0.681853687391305,-0.06612050170773637
transit_numS,51,6.218088986,6.894736842105263,Hunt Club South Industrial,Hunt Club Sud Industriel,0.6766478561052631,0.10881926225705885
transit_numS,52,6.513246932,6.7368421052631575,Hunt Club Upper -Blossom Park - Timbermill,Hunt Club Supérieur - Parc Blossom - Timbermill,0.22359517326315714,0.03432929468167708
transit_numS,54,10.57508862,11.119047619047619,Iris - Queensway Terrance South,Iris - Queensway Terrance Sud,0.5439589990476179,0.051437772163806024
transit_numS,55,14.91005196,13.658227848101266,Island Park - Wellington Village,Island Park - Village Wellington,-1.2518241118987348,-0.0839584003635313
transit_numS,60,17.70081301,10.466666666666667,Lebreton Development,Développement Lebreton,-7.234146343333334,-0.4086900606907961
transit_numS,64,1.664400442,2.911290322580645,Manotick, ,1.246889880580645,0.7491525771780857
transit_numS,65,8.041212534,7.730769230769231,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,-0.31044330323076874,-0.03860652879377915
transit_numS,66,1.04590638,1.5638297872340425,Metcalfe, ,0.5179234072340426,0.4951909818487221
